nodeId:ID,:LABEL,citation_raw,inferred_type,court,authority_weight:float,case_number,origin_state,adjudicating_body,rapporteur,decision_date,cited_ementa
EXT_RESP_1426620_RS,ExternalCitation,REsp 1426620/RS,Case,STJ,0.6309,,,,,,
EXT_RESP_1449964_RS,ExternalCitation,REsp 1449964/RS,Case,STJ,0.6309,,,,,,
EXT_RESP_1643935_ES,ExternalCitation,REsp 1643935/ES,Case,STJ,0.6309,,,,,,
EXT_RESP_1559883_RJ,ExternalCitation,REsp 1559883/RJ,Case,STJ,0.6309,,,,,,
EXT_RESP_1647686_RJ,ExternalCitation,REsp 1647686/RJ,Case,STJ,0.6309,,,,,,
EXT_RESP_1_374_369_RS,ExternalCitation,REsp 1.374.369/RS,Case,STJ,0.6309,,,,,,
EXT_ARESP_189_381_PR,ExternalCitation,AREsp 189.381/PR,Case,STJ,0.6309,,,,,,
EXT_ARESP_575_696_MG,ExternalCitation,AREsp 575.696/MG,Case,STJ,0.6309,,,,,,
EXT_ARESP_731_339_DF,ExternalCitation,AREsp 731.339/DF,Case,STJ,0.6309,,,,,,
EXT_ARESP_830_965_SP,ExternalCitation,AREsp 830.965/SP,Case,STJ,0.6309,,,,,,
EXT_ARESP_860_148_SP,ExternalCitation,AREsp 860.148/SP,Case,STJ,0.6309,,,,,,
EXT_ART__104_DO_CODIGO_DE_DEFESA_DO_CONSUMIDOR,ExternalCitation,art. 104 do Código de Defesa do Consumidor,Unknown,,0.6309,,,,,,
EXT_RESP_1_199_611_RS,ExternalCitation,REsp 1.199.611/RS,Case,STJ,0.6309,,,,,,
EXT_RESP_1241944_SP,ExternalCitation,REsp 1241944/SP,Case,STJ,0.6309,,,,,,
EXT_RESP_667_939_SC,ExternalCitation,REsp 667.939/SC,Case,STJ,0.6309,,,,,,
EXT_RESP_702_607_SC,ExternalCitation,REsp 702.607/SC,Case,STJ,0.6309,,,,,,
EXT_ARTIGO_21_DO_CODIGO_DE_DEFESA_DO_CONSUMIDOR,ExternalCitation,artigo 21 do Código de Defesa do Consumidor,Unknown,,0.6309,,,,,,
EXT_RESP_11041181_SP,ExternalCitation,REsp 11041181/SP,Case,STJ,0.6309,,,,,,
EXT_RESP_1334203_PR,ExternalCitation,REsp 1334203/PR,Case,STJ,0.6309,,,,,,
EXT_RESP_1051652_TO,ExternalCitation,REsp 1051652/TO,Case,STJ,0.6309,,,,,,
EXT_RESP_1221254_RJ,ExternalCitation,REsp 1221254/RJ,Case,STJ,0.6309,,,,,,
EXT_RESP_448_470_RS,ExternalCitation,REsp 448.470/RS,Case,STJ,0.6309,,,,,,
EXT_RESP_757_595_MG,ExternalCitation,REsp 757.595/MG,Case,STJ,0.6309,,,,,,
EXT_RESP_1516178_SP,ExternalCitation,REsp 1516178/SP,Case,STJ,0.6309,,,,,,
EXT_RESP_764_836_SP,ExternalCitation,RESP 764.836/SP,Case,STJ,0.6309,,,,,,
EXT_RESP_895_530_PR,ExternalCitation,REsp 895.530/PR,Case,STJ,0.6309,,,,,,
EXT_ARESP_292_373_RN,ExternalCitation,AREsp 292.373/RN,Case,STJ,0.6309,,,,,,
EXT_RESP_1447388_SP,ExternalCitation,REsp 1447388/SP,Case,STJ,0.6309,,,,,,
EXT_ARESP_254_199_PR,ExternalCitation,AREsp 254.199/PR,Case,STJ,0.6309,,,,,,
EXT_MS_21_315_DF,ExternalCitation,MS 21.315/DF,Case,STJ,0.6309,,,,,,
EXT_CC_134854_,ExternalCitation,"CC 134854,",Case,STJ,0.6309,,,,,,
EXT_CC_97_351_SP,ExternalCitation,CC 97.351/SP,Case,STJ,0.6309,,,,,,
EXT_CC_17533_DF,ExternalCitation,CC 17533/DF,Case,STJ,0.6309,,,,,,
EXT_CC_22693_DF,ExternalCitation,CC 22693/DF,Case,STJ,0.6309,,,,,,
EXT_CC_126_601_MG,ExternalCitation,CC 126.601/MG,Case,STJ,0.6309,,,,,,
EXT_CC_120_111_DF,ExternalCitation,CC 120.111/DF,Case,STJ,0.6309,,,,,,
EXT_ART__83_DO_CDC,ExternalCitation,art. 83 do CDC,Unknown,,0.6309,,,,,,
EXT_ART__93_DO_CDC,ExternalCitation,ART. 93 DO CDC,Unknown,,0.6309,,,,,,
EXT_ART__22_DO_CDC,ExternalCitation,art. 22 do CDC,Unknown,,1.0,,,,,,
EXT_RESP_898769_RS,ExternalCitation,REsp 898769/RS,Case,STJ,0.7781,,,,,,
EXT_RESP_914404_RJ,ExternalCitation,REsp 914404/RJ,Case,STJ,0.7781,,,,,,
EXT_RESP_840864_SP,ExternalCitation,REsp 840864/SP,Case,STJ,0.7781,,,,,,
EXT_RESP_660615_RS,ExternalCitation,REsp 660615/RS,Case,STJ,0.7781,,,,,,
EXT_RESP_601131_MS,ExternalCitation,REsp 601131/MS,Case,STJ,0.7781,,,,,,
EXT_RESP_860383_RS,ExternalCitation,REsp 860383/RS,Case,STJ,0.7781,,,,,,
EXT_RESP_853392_RS,ExternalCitation,REsp 853392/RS,Case,STJ,0.7781,,,,,,
EXT_RESP_621435_SP,ExternalCitation,REsp 621435/SP,Case,STJ,0.7781,,,,,,
EXT_RESP_876723_PR,ExternalCitation,REsp 876723/PR,Case,STJ,0.7781,,,,,,
EXT_RESP_811690_RR,ExternalCitation,REsp 811690/RR,Case,STJ,0.7781,,,,,,
EXT_RESP_875993_RS,ExternalCitation,REsp 875993/RS,Case,STJ,0.7781,,,,,,
EXT_RESP_820665_RS,ExternalCitation,REsp 820665/RS,Case,STJ,0.7781,,,,,,
EXT_RESP_821991_SP,ExternalCitation,REsp 821991/SP,Case,STJ,0.7781,,,,,,
EXT_RESP_772486_RS,ExternalCitation,REsp 772486/RS,Case,STJ,0.7781,,,,,,
EXT_RESP_952877_RS,ExternalCitation,REsp 952877/RS,Case,STJ,0.7781,,,,,,
EXT_RESP_854002_RS,ExternalCitation,REsp 854002/RS,Case,STJ,0.7781,,,,,,
EXT_RESP_834_954_MG,ExternalCitation,REsp 834.954/MG,Case,STJ,0.7781,,,,,,
EXT_RESP_914828_RS,ExternalCitation,REsp 914828/RS,Case,STJ,0.7781,,,,,,
EXT_RESP_975_314_RS,ExternalCitation,REsp 975.314/RS,Case,STJ,0.7781,,,,,,
EXT_RESP_662214_RS,ExternalCitation,REsp 662214/RS,Case,STJ,0.7781,,,,,,
EXT_RESP_201_112_SC,ExternalCitation,REsp 201.112/SC,Case,STJ,0.7781,,,,,,
EXT_RESP_819_004_RS,ExternalCitation,REsp 819.004/RS,Case,STJ,0.7781,,,,,,
EXT_RESP_793_422_RS,ExternalCitation,REsp 793.422/RS,Case,STJ,0.7781,,,,,,
EXT_RMS_21542_RN,ExternalCitation,RMS 21542/RN,Case,STJ,0.7781,,,,,,
EXT_RESP_873_174_RS,ExternalCitation,REsp 873.174/RS,Case,STJ,0.6778,,,,,,
EXT_RESP_898_769_RS,ExternalCitation,REsp 898.769/RS,Case,STJ,0.6778,,,,,,
EXT_RESP_678_044_RS,ExternalCitation,REsp 678.044/RS,Case,STJ,0.6778,,,,,,
EXT_RESP_684_020_RS,ExternalCitation,REsp 684.020/RS,Case,STJ,0.6778,,,,,,
EXT_RESP_662_204_RS,ExternalCitation,REsp 662.204/RS,Case,STJ,0.6778,,,,,,
EXT_RESP_821_991_SP,ExternalCitation,REsp 821.991/SP,Case,STJ,0.6778,,,,,,
EXT_RESP_1_076_485_RS,ExternalCitation,REsp 1.076.485/RS,Case,STJ,0.6778,,,,,,
EXT_RESP_793_539_RS,ExternalCitation,REsp 793.539/RS,Case,STJ,0.6778,,,,,,
EXT_RESP_633_722_RJ,ExternalCitation,REsp 633.722/RJ,Case,STJ,0.6778,,,,,,
EXT_RESP_962_631_RS,ExternalCitation,REsp 962.631/RS,Case,STJ,0.6778,,,,,,
EXT_RESP_772_486_RS,ExternalCitation,REsp 772.486/RS,Case,STJ,0.6778,,,,,,
EXT_RESP_1_016_741_RS,ExternalCitation,REsp 1.016.741/RS,Case,STJ,0.6778,,,,,,
EXT_RESP_775_215_RS,ExternalCitation,REsp 775.215/RS,Case,STJ,0.6778,,,,,,
EXT_RESP_855_436_RS,ExternalCitation,REsp 855.436/RS,Case,STJ,0.6778,,,,,,
EXT_ARESP_106_052_MT,ExternalCitation,AREsp 106.052/MT,Case,STJ,0.6778,,,,,,
EXT_ARESP_188_620_PE,ExternalCitation,AREsp 188.620/PE,Case,STJ,0.6778,,,,,,
EXT_ART__22_DO_CODIGO_DE_DEFESA_DO_CONSUMIDOR,ExternalCitation,art. 22 do Código de Defesa do Consumidor,Unknown,,0.6778,,,,,,
EXT_ART__42_DO_CODIGO_DE_DEFESA_DO_CONSUMIDOR,ExternalCitation,art. 42 do Código de Defesa do Consumidor,Unknown,,0.6778,,,,,,
EXT_RESP_572906_RS,ExternalCitation,REsp 572906/RS,Case,STJ,0.6567,,,,,,
EXT_RESP_977_690_PR,ExternalCitation,REsp 977.690/PR,Case,STJ,0.6567,,,,,,
EXT_RESP_572_070_PR,ExternalCitation,REsp 572.070/PR,Case,STJ,0.6567,,,,,,
EXT_RESP_652_286_PR,ExternalCitation,REsp 652.286/PR,Case,STJ,0.6567,,,,,,
EXT_RESP_757_971_RS,ExternalCitation,REsp 757.971/RS,Case,STJ,0.6567,,,,,,
EXT_RESP_910_278_RJ,ExternalCitation,REsp 910.278/RJ,Case,STJ,1.0,,,,,,
EXT_RESP_1_535_888,ExternalCitation,REsp 1.535.888,Case,STJ,0.5,,,,,,
EXT_RESP_1173287_SP,ExternalCitation,REsp 1173287/SP,Case,STJ,0.5,,,,,,
EXT_RESP_1437522_ES,ExternalCitation,REsp 1437522/ES,Case,STJ,0.5,,,,,,
EXT_ARESP_460_663_PR,ExternalCitation,AREsp 460.663/PR,Case,STJ,0.5,,,,,,
EXT_ARESP_420_686_PR,ExternalCitation,AREsp 420.686/PR,Case,STJ,0.5,,,,,,
EXT_ARESP_906_114_PR,ExternalCitation,AREsp 906.114/PR,Case,STJ,0.5,,,,,,
EXT_RESP_1_099_634_RJ,ExternalCitation,REsp 1.099.634/RJ,Case,STJ,0.5,,,,,,
EXT_RESP_No_1_163_137_SP,ExternalCitation,REsp nº 1.163.137/SP,Case,STJ,0.3962,,,,,,
EXT_ARESP_No_1_268_514_SP,ExternalCitation,AREsp nº 1.268.514/SP,Case,STJ,0.3962,,,,,,
EXT_RESP_1_704_204_SP,ExternalCitation,REsp 1.704.204/SP,Case,STJ,0.3962,,,,,,
EXT_ART__25_DO_CODIGO_DE_DEFESA_DO_CONSUMIDOR,ExternalCitation,art. 25 do Código de Defesa do Consumidor,Unknown,,0.3962,,,,,,
EXT_RESP_1327122_PE,ExternalCitation,REsp 1327122/PE,Case,STJ,1.0,,,,,,
EXT_RESP_1374369_RS,ExternalCitation,REsp 1374369/RS,Case,STJ,1.0,,,,,,
EXT_RMS_51_042_MG,ExternalCitation,RMS 51.042/MG,Case,STJ,1.0,,,,,,
EXT_RESP_1_514_611_PR,ExternalCitation,REsp 1.514.611/PR,Case,STJ,0.9905,,,,,,
EXT_RESP_1_639_314_MG,ExternalCitation,REsp 1.639.314/MG,Case,STJ,0.9905,,,,,,
EXT_ARESP_1_017_912_RS,ExternalCitation,AREsp 1.017.912/RS,Case,STJ,0.9905,,,,,,
EXT_RESP_1_664_063_RS,ExternalCitation,REsp 1.664.063/RS,Case,STJ,0.9905,,,,,,
EXT_RESP_1696271_SP,ExternalCitation,REsp 1696271/SP,Case,STJ,0.9905,,,,,,
EXT_RESP_12_393_SP,ExternalCitation,REsp 12.393/SP,Case,STJ,0.9806,,,,,,
EXT_RESP_68_575_RS,ExternalCitation,REsp 68.575/RS,Case,STJ,0.9806,,,,,,
EXT_ARESP_16_212_GO,ExternalCitation,AREsp 16.212/GO,Case,STJ,0.9806,,,,,,
EXT_RESP_957_363_RS,ExternalCitation,REsp 957.363/RS,Case,STJ,0.9806,,,,,,
EXT_RESP_1_060_217_PR,ExternalCitation,REsp 1.060.217/PR,Case,STJ,0.9806,,,,,,
EXT_RESP_1_114_586_PR,ExternalCitation,REsp 1.114.586/PR,Case,STJ,0.9806,,,,,,
EXT_RESP_98_626_SC,ExternalCitation,REsp 98.626/SC,Case,STJ,0.9806,,,,,,
EXT_RESP_1_203_021_PR,ExternalCitation,REsp 1.203.021/PR,Case,STJ,0.9806,,,,,,
EXT_RESP_1_177_260_PR,ExternalCitation,REsp 1.177.260/PR,Case,STJ,0.9806,,,,,,
EXT_RESP_No_463_331_RO,ExternalCitation,REsp nº 463.331/RO,Case,STJ,0.9001,,,,,,
EXT_RESP_762_000_MG,ExternalCitation,REsp 762.000/MG,Case,STJ,0.9001,,,,,,
EXT_RESP_1_113_403_RJ,ExternalCitation,REsp 1.113.403/RJ,Case,STJ,0.9001,,,,,,
EXT_RESP_1_516_647_RS,ExternalCitation,REsp 1.516.647/RS,Case,STJ,0.9001,,,,,,
EXT_ARESP_630_276_RS,ExternalCitation,AREsp 630.276/RS,Case,STJ,0.9001,,,,,,
EXT_ARESP_691_873_RS,ExternalCitation,AREsp 691.873/RS,Case,STJ,0.9001,,,,,,
EXT_ARTIGO_26_DO_CDC,ExternalCitation,artigo 26 do CDC,Unknown,,0.9001,,,,,,
EXT_RESP_1_362_758_MG,ExternalCitation,REsp 1.362.758/MG,Case,STJ,0.8417,,,,,,
EXT_ARESP_630276___RS,ExternalCitation,AREsp 630276 / RS,Case,STJ,0.8417,,,,,,
EXT_RESP_1517455_RS,ExternalCitation,REsp 1517455/RS,Case,STJ,0.8417,,,,,,
EXT_RESP_1516802_RS,ExternalCitation,REsp 1516802/RS,Case,STJ,0.8417,,,,,,
EXT_RESP_1032952_SP,ExternalCitation,REsp 1032952/SP,Case,STJ,0.8417,,,,,,
EXT_RESP_1365074_RS,ExternalCitation,REsp 1365074/RS,Case,STJ,0.8417,,,,,,
EXT_ARESP_1017912_RS,ExternalCitation,AREsp 1017912/RS,Case,STJ,0.9456,,,,,,
EXT_ARESP_438_526_DF,ExternalCitation,AREsp 438.526/DF,Case,STJ,0.8966,,,,,,
EXT_ARESP_87_521_PR,ExternalCitation,AREsp 87.521/PR,Case,STJ,0.8966,,,,,,
EXT_RESP_No_706449_PR,ExternalCitation,REsp nº 706449/PR,Case,STJ,0.9163,,,,,,
EXT_RESP_279_273_SP,ExternalCitation,REsp 279.273/SP,Case,STJ,0.9163,,,,,,
EXT_ART__95_DO_CDC,ExternalCitation,art. 95 do CDC,Unknown,,0.9163,,,,,,
EXT_RESP_970_635_SP,ExternalCitation,REsp 970.635/SP,Case,STJ,0.8115,,,,,,
EXT_RESP_1_200_850_SP,ExternalCitation,REsp 1.200.850/SP,Case,STJ,0.8115,,,,,,
EXT_RESP_1_098_712_RS,ExternalCitation,REsp 1.098.712/RS,Case,STJ,0.8115,,,,,,
EXT_ARESP_283_238_RS,ExternalCitation,AREsp 283.238/RS,Case,STJ,0.8115,,,,,,
EXT_INQ_784_DF,ExternalCitation,"(Inq 784/DF, Corte Especial, Relª. Minª. Laurita Vaz, DJe 28/08/2013)",Unknown,,0.8115,784,DF,Corte Especial,ª. Minª. Laurita Vaz,28/08/2013,"QUESTÃO DE ORDEM. DECISÃO DA MINISTRA RELATORA QUE DETERMINOU A QUEBRA DE SIGILO TELEMÁTICO (GMAIL) DE INVESTIGADOS EM INQUÉRITO EM TRÂMITE NESTE STJ. GOOGLE BRASIL INTERNET LTDA. DESCUMPRIMENTO. ALEGADA IMPOSSIBILIDADE. INVERDADE. GOOGLE INTERNATIONAL LLC E GOOGLE INC. CONTROLADORA AMERICANA. IRRELEVÂNCIA. EMPRESA INSTITUÍDA E EM ATUAÇÃO NO PAÍS. OBRIGATORIEDADE DE SUBMISSÃO ÀS LEIS BRASILEIRAS, ONDE OPERA EM RELEVANTE E ESTRATÉGICO SEGUIMENTO DE TELECOMUNICAÇÃO. TROCA DE MENSAGENS, VIA E-MAIL, ENTRE BRASILEIROS, EM TERRITÓRIO NACIONAL, COM SUSPEITA DE ENVOLVIMENTO EM CRIMES COMETIDOS NO BRASIL. INEQUÍVOCA JURISDIÇÃO BRASILEIRA. DADOS QUE CONSTITUEM ELEMENTOS DE PROVA QUE NÃO PODEM SE SUJEITAR À POLÍTICA DE ESTADO OU EMPRESA ESTRANGEIROS. AFRONTA À SOBERANIA NACIONAL. IMPOSIÇÃO DE MULTA DIÁRIA PELO DESCUMPRIMENTO."
EXT_RMS_53757_RS,ExternalCitation,"(RMS n. 53.757/RS, Quinta Turma, Rel. Min. Joel Ilan Paciornik, DJe de 05/11/2018)",Case,STJ,0.8115,53.757,RS,Quinta Turma,Joel Ilan Paciornik,05/11/2018,"A jurisprudência deste Sodalício admite a aplicação de multa em decorrência do descumprimento de ordem judicial para terceiro fornecer informações referentes à movimentação da conta de usuários de rede social, ou qualquer outro aplicativo de internet, mesmo que os dados fiquem armazenados em computadores localizados no exterior"
EXT_RMS_49540_RS,ExternalCitation,"(RMS 49.540/RS, Quinta Turma, Rel. Min. Ribeiro Dantas, DJe 22/09/2017, grifei)",Case,STJ,0.8115,49.540,RS,Quinta Turma,Ribeiro Dantas,"22/09/2017, grifei",
EXT_RMS_54163_PE,ExternalCitation,"(RMS 54.163/PE, Quinta Turma, Rel. Min. Reynaldo Soares da Fonseca, DJe 30/08/2017, grifei)",Case,STJ,0.8115,54.163,PE,Quinta Turma,Reynaldo Soares da Fonseca,"30/08/2017, grifei","PROCESSO PENAL E PROCESSO CIVIL. RECURSO ORDINÁRIO EM MANDADO DE SEGURANÇA. DECISÃO QUE, APÓS A SENTENÇA CONDENATÓRIA, DECRETA A PENA DE PERDIMENTO DE PRESTAÇÕES DE VEÍCULOS ALIENADOS FIDUCIARIAMENTE A INSTITUIÇÕES FINANCEIRAS. ILEGITIMIDADE DOS RÉUS PARA SE INSURGIR CONTRA PERDIMENTO DE VEÍCULOS QUE NÃO LHES PERTENCEM. INEXISTÊNCIA DE PRECLUSÃO PRO JUDICATO PARA A DECRETAÇÃO DA PENA DE PERDIMENTO DE BENS APREENDIDOS AO LONGO DA AÇÃO PENAL. REGULARIDADE DA INTIMAÇÃO DE ADVOGADO CONSTITUÍDO PELA IMPRENSA OFICIAL. RECURSO NÃO CONHECIDO. [...] 3. Embora fosse possível reconhecer a legitimidade dos réus para se insurgir contra o perdimento das parcelas do financiamento dos dois veículos por eles pagas, o fato é que eles não negam a origem ilícita dos valores utilizados para adimplemento das prestações de um dos automóveis (Corola/Toyota), limitando-se a defender a licitude do montante correspondente às parcelas do caminhão Volkswagen, sem juntar prova pré-constituída de suas alegações. De mais a mais, o que se depreende do pedido formulado pelos recorrentes é que seu real objetivo, ao pleitear a reabertura do prazo recursal, é impugnar a pena de perdimento que, ao fim e ao cabo, não atingiu os veículos, com a intenção de reavê-los. 4. É perfeitamente admissível a decretação do perdimento de bens em momento posterior à sentença, sem que isso implique reformatio in pejus, já que, nos termos do art. 91, II, b, do CP, a decretação do perdimento de bens que constituem produto do crime em favor da União corresponde a efeito automático da condenação do acusado. Precedentes: AgRg no REsp 1.371.987/MG, Rel. Ministro JORGE MUSSI, QUINTA TURMA, julgado em 01/03/2016, DJe 09/03/2016 e REsp 1.133.957/MG, Rel. Ministra LAURITA VAZ, QUINTA TURMA, julgado em 18/12/2012, DJe 01/02/2013. [...] 7. Recurso ordinário em mandado de segurança não conhecido."
EXT_EDCLNORMS_49375_SP,ExternalCitation,"(EDcl no RMS 49.375/SP, Sexta Turma, Rel. Min. Nefi Cordeiro, DJe 25/10/2016, grifei)",Case,STJ,0.8115,49.375,SP,Sexta Turma,Nefi Cordeiro,"25/10/2016, grifei","PENAL E PROCESSO PENAL. EMBARGOS DE DECLARAÇÃO NO RECURSO ORDINÁRIO. MANDADO DE SEGURANÇA. MEDIDA ACAUTELATÓRIA PATRIMONIAL. SUBSTITUIÇÃO DE BEM. IMÓVEL DE TERCEIRO. FALTA DE LEGITIMIDADE. CONFUSÃO PATRIMONIAL. PERDIMENTO CABÍVEL. RECURSO IMPROVIDO. AUSÊNCIA DE AMBIGUIDADE, OBSCURIDADE OU CONTRADIÇÃO. [...] 3 - Ademais, a apontada confusão patrimonial entre empresas seria parte do fato criminoso, a indicar como possível o efeito de perdimento - que independe de formal sequestro prévio. 4 - O rito do mandado de segurança e de seu consectário recursal pressupõe prova pré-constituída do direito alegado, devendo a parte demonstrar, de maneira inequívoca, por meio de documentos que evidenciem a pretensão aduzida, a existência da aventada ofensa a direito líquido e certo suportado pelo impetrante. 5 - Embargos de declaração rejeitados."
EXT_AGRGNOHC_429525_SP,ExternalCitation,"(AgRg no HC n. 429.525/SP, Quinta Turma, Rel. Min. Ribeiro Dantas, DJe de 13/11/2018)",Case,STJ,0.8115,429.525,SP,Quinta Turma,Ribeiro Dantas,13/11/2018,3. Agravo regimental não conhecido
EXT_AGRGNOHC_439588_SP,ExternalCitation,"(AgRg no HC n. 439.588/SP, Sexta Turma, Relª. Minª. Laurita Vaz, DJe de 13/11/2018)",Case,STJ,0.8115,439.588,SP,Sexta Turma,ª. Minª. Laurita Vaz,13/11/2018,", conforme o Magistrado de primeira instância. A Lei de Execução Penal, no art. 118, exige a oitiva prévia do condenado apenas nas hipóteses de regressão de regime prisional, o que não é o caso. 3. A suscitada necessidade de afastamento da infração ou de desclassificação da falta grave para falta média ou leve exigiria o revolvimento de fatos e provas, o que é incompatível com os limites cognitivos do habeas corpus. Precedentes. 4. Agravo regimental parcialmente conhecido e, nessa extensão, desprovido"
EXT_AGRGNOHC_447162_SP,ExternalCitation,"(AgRg no HC n. 447.162/SP, Sexta Turma, Relª. Minª. Maria Thereza de Assis Moura, DJe de 29/08/2018)",Case,STJ,0.8115,447.162,SP,Sexta Turma,ª. Minª. Maria Thereza de Assis Moura,29/08/2018,"PROCESSUAL PENAL. AGRAVO REGIMENTAL. ART. 157, § 2º, I E II E ART. 157, §2º, II, DO CÓDIGO PENAL. ART. 157, § 2º, I E II E ART. 157, §2º, II, DO CÓDIGO PENAL. DOSIMETRIA. TERCEIRA FASE. MAJORANTES. QUANTUM DE ACRÉSCIMO. SÚMULA N. 443 DESTA CORTE. DIREITO AO REGIME INICIAL SEMIABERTO. PRETENSÃO DE SIMPLES REFORMA. DECISÃO MANTIDA POR SEUS PRÓPRIOS FUNDAMENTOS. RECURSO A QUE SE NEGA PROVIMENTO. 1. Mantidos os fundamentos da decisão agravada, porquanto não infirmados por razões eficientes, restringindo-se o agravante a demostrar seu inconformismo com o decisum impugnado, tão somente reiterando os argumentos da inicial do habeas corpus, é de ser negada a pretensão de simples reforma. (Enunciado n.º 182 desta Corte). 2. O agravo regimental não é a via própria para proposição de cancelamento de verbete sumular. Além disso, a questão não foi debatida pelas instâncias ordinárias, surgindo apenas no parecer opinativo do Ministério Público Federal. 3. Agravo regimental a que se nega provimento"
EXT_AGRGNOHC_405266_SP,ExternalCitation,"(AgRg no HC n. 405.266/SP, Sexta Turma, Rel. Min. Nefi Cordeiro, DJe de 19/06/2018)",Case,STJ,0.8115,405.266,SP,Sexta Turma,Nefi Cordeiro,19/06/2018,"PENAL E PROCESSO PENAL. AGRAVO REGIMENTAL NO HABEAS CORPUS. WRIT PREJUDICADO. SUPERVENIENTE PERDA DE OBJETO. OFENSA AO PRINCÍPIO DA COLEGIALIDADE. NÃO OCORRÊNCIA. AUSÊNCIA DE IMPUGNAÇÃO ESPECÍFICA. APLICAÇÃO, POR ANALOGIA, DA SÚMULA 182/STJ. NÃO CONHECIMENTO. 1. Não há impedimento para que o relator decida a impetração, de forma singular, nos termos do art. 557 do CPC c/c os arts. 3º do Código de Processo Penal, 38 da Lei n. 8.038/90 e 34, XVIII, b, do RISTJ, quando já exista jurisprudência consolidada no Tribunal a respeito da matéria versada no writ, inocorrendo, portanto, ofensa ao princípio da colegialidade. Precedentes desta Corte e do STF. 2. Ao agravante cabe impugnar de forma específica os fundamentos da decisão recorrida, sob pena de não conhecimento da insurgência. Aplicação, por analogia, do enunciado contido na Súmula n. 182 desta Corte. 3. Agravo regimental não conhecido"
EXT_AGRGNOHC_384871_SC,ExternalCitation,"(AgRg no HC n. 384.871/SC, Quinta Turma, Rel. Min. Jorge Mussi, DJe de 09/08/2017)",Case,STJ,0.8115,384.871,SC,Quinta Turma,Jorge Mussi,09/08/2017,"AGRAVO REGIMENTAL. HABEAS CORPUS. AUSÊNCIA DE DEBATE DA TESE PELO TRIBUNAL DE ORIGEM. SUPRESSÃO DE INSTÂNCIA. IMPOSSIBILIDADE. AUSÊNCIA DE INDIVIDUALIZAÇÃO DA SITUAÇÃO DE CADA CONDENADO. INEXISTÊNCIA DE NOVOS FUNDAMENTOS CAPAZES DE MODIFICAR A DECISÃO AGRAVADA. AGRAVO IMPROVIDO. 1. Segundo o entendimento vigente neste Superior Tribunal de Justiça, a modificação de decisão por meio de agravo regimental requer a apresentação de argumentos capazes de alterar os fundamentos anteriormente firmados. [...] 6. Assim, inexistindo novos fundamentos capazes de modificar o decisum impugnado, deve ser mantida a decisão. 7. Agravo improvido"
EXT_AGRGNOHC_369103_MS,ExternalCitation,"(AgRg no HC n. 369.103/MS, Sexta Turma, Rel. Min. Nefi Cordeiro, DJe de 31/08/2017)",Case,STJ,0.8115,369.103,MS,Sexta Turma,Nefi Cordeiro,31/08/2017,"PENAL. PROCESSUAL PENAL. AGRAVO REGIMENTAL NO HABEAS CORPUS. DECISÃO MONOCRÁTICA. OFENSA AO PRINCÍPIO DA COLEGIALIDADE. INEXISTÊNCIA. TRÁFICO PRIVILEGIADO. DEDICAÇÃO A ATIVIDADES CRIMINOSAS. AUSÊNCIA DE ARGUMENTOS NOVOS PARA ATACAR A DECISÃO IMPUGNADA. MERO INCONFORMISMO. AGRAVO REGIMENTAL IMPROVIDO. 1. Não viola o princípio da colegialidade a decisão monocrática do relator, tendo em vista a possibilidade de submissão do julgado ao exame do órgão colegiado, mediante a interposição de agravo regimental. [...] 3. O agravo regimental não traz argumentos novos capazes de alterar o entendimento anteriormente firmado, razão por que deve ser mantida a decisão monocrática proferida. 4. Agravo regimental improvido"
EXT_AGRGNOHC_288503_MS,ExternalCitation,"(AgRg no HC n. 288.503/MS, Quinta Turma, Rel. Min. Marco Aurélio Bellizze, DJe de 1º/09/2014, grifei)",Case,STJ,0.8115,288.503,MS,Quinta Turma,Marco Aurélio Bellizze,"1º/09/2014, grifei","AGRAVO REGIMENTAL EM HABEAS CORPUS. 1. FUNDAMENTOS INSUFICIENTES PARA REFORMAR A DECISÃO AGRAVADA. 2. LEI MARIA DA PENHA. CRIME DE AMEAÇA. DIVERGÊNCIA JURISPRUDENCIAL. VIOLAÇÃO AO ART. 44, I, DO CP. NÃO OCORRÊNCIA. SUBSTITUIÇÃO DA PENA. IMPOSSIBILIDADE. CRIME COMETIDO COM GRAVE AMEAÇA À PESSOA. 3. RECURSO IMPROVIDO. 1. O agravante não apresentou argumentos novos capazes de infirmar os fundamentos que alicerçaram a decisão agravada, razão que enseja a negativa de provimento ao agravo regimental. [...] 3. Agravo regimental a que se nega provimento"
EXT_RESP_1_371_987_MG,ExternalCitation,REsp 1.371.987/MG,Case,STJ,0.8115,,,,,,
EXT_RESP_1_133_957_MG,ExternalCitation,REsp 1.133.957/MG,Case,STJ,0.8115,,,,,,
EXT_HC_477_933_RN,ExternalCitation,HC 477.933/RN,Case,STJ,0.8115,,,,,,
EXT_RMS_60_005_RS,ExternalCitation,RMS 60.005/RS,Case,STJ,0.8115,,,,,,
EXT_RMS_49_375_SP,ExternalCitation,RMS 49.375/SP,Case,STJ,0.8115,,,,,,
EXT_RMS_49_994_SP,ExternalCitation,RMS 49.994/SP,Case,STJ,0.8115,,,,,,
EXT_ADPF_No_403,ExternalCitation,ADPF nº 403,ConstitutionalControl,STF,0.8115,,,,,,
