:START_ID,:END_ID,:TYPE,weight:float
RMS_60907,EXT_RESP_1_133_957_MG,CITES_EXTERNAL,0.8115
RMS_60907,EXT_HC_477_933_RN,CITES_EXTERNAL,0.8115
RMS_60907,EXT_RMS_60_005_RS,CITES_EXTERNAL,0.8115
RMS_60907,EXT_RMS_49_375_SP,CITES_EXTERNAL,0.8115
RMS_60907,EXT_RMS_49_994_SP,CITES_EXTERNAL,0.8115
RMS_60907,EXT_ADPF_No_403,CITES_EXTERNAL,0.8115
RMS_60907,EXT_ADI_No_55527,CITES_EXTERNAL,0.8115
RMS_55109,EXT_RESP_1_347_726_RS,CITES_EXTERNAL,0.8115
RMS_55109,EXT_RESP_1_455_000_PR,CITES_EXTERNAL,0.8115
RMS_55109,EXT_RMS_44_892_SP,CITES_EXTERNAL,0.8115
RMS_55109,EXT_HC_203_405_MS,CITES_EXTERNAL,0.8115
RMS_55109,EXT_RMS_55_050_SP,CITES_EXTERNAL,0.8115
CDC_art29,CC_ADI_2591,CONTROLLED_BY,1.0
CDC_art29,STJThesis_EDICAO_N__39__DIREITO_DO_CONSUMIDOR_I_t1,SUMMARIZED_BY_STJ_THESIS,0.9
CDC_art29,STJThesis_EDICAO_N__39__DIREITO_DO_CONSUMIDOR_I_t10,SUMMARIZED_BY_STJ_THESIS,0.9
STJThesis_EDICAO_N__39__DIREITO_DO_CONSUMIDOR_I_t10,CDC_art17,CITES_ARTICLE,1.0
CDC_art29,REsp_1497585,INTERPRETED_BY_LEADING_CASE,1.0
CDC_art29,REsp_1984282,INTERPRETED_BY_ISOLATED_CASE,0.3
CDC_art29,REsp_1785404,INTERPRETED_BY_ISOLATED_CASE,0.3
CDC_art29,AREsp_1045932,INTERPRETED_BY_ISOLATED_CASE,0.3
CDC_art29,REsp_1967728,INTERPRETED_BY_ISOLATED_CASE,0.3
CDC_art29,REsp_1872048,INTERPRETED_BY_ISOLATED_CASE,0.3
CDC_art29,AREsp_1703445,INTERPRETED_BY_ISOLATED_CASE,0.3
CDC_art29,REsp_1776865,INTERPRETED_BY_ISOLATED_CASE,0.3
CDC_art29,REsp_1859532,INTERPRETED_BY_ISOLATED_CASE,0.3
CDC_art29,AREsp_1491182,INTERPRETED_BY_ISOLATED_CASE,0.3
CDC_art29,AREsp_1370742,INTERPRETED_BY_ISOLATED_CASE,0.3
CDC_art29,REsp_1845075,INTERPRETED_BY_ISOLATED_CASE,0.3
CDC_art29,AREsp_1415864,INTERPRETED_BY_ISOLATED_CASE,0.3
CDC_art29,AREsp_1516203,INTERPRETED_BY_ISOLATED_CASE,0.3
CDC_art29,AREsp_601566,INTERPRETED_BY_ISOLATED_CASE,0.3
CDC_art29,AREsp_1476190,INTERPRETED_BY_ISOLATED_CASE,0.3
CDC_art29,AREsp_1192397,INTERPRETED_BY_ISOLATED_CASE,0.3
CDC_art29,REsp_1787427,INTERPRETED_BY_ISOLATED_CASE,0.3
CDC_art29,AREsp_1536569,INTERPRETED_BY_ISOLATED_CASE,0.3
CDC_art29,AREsp_1505226,INTERPRETED_BY_ISOLATED_CASE,0.3
CDC_art29,AREsp_383168,INTERPRETED_BY_ISOLATED_CASE,0.3
CDC_art29,AREsp_1462771,INTERPRETED_BY_ISOLATED_CASE,0.3
CDC_art29,EAREsp_1482331,INTERPRETED_BY_ISOLATED_CASE,0.3
CDC_art29,AREsp_1401381,INTERPRETED_BY_ISOLATED_CASE,0.3
CDC_art29,AREsp_1279703,INTERPRETED_BY_ISOLATED_CASE,0.3
CDC_art29,REsp_1473670,INTERPRETED_BY_ISOLATED_CASE,0.3
CDC_art29,AREsp_1332688,INTERPRETED_BY_ISOLATED_CASE,0.3
CDC_art29,AREsp_1320689,INTERPRETED_BY_ISOLATED_CASE,0.3
CDC_art29,AREsp_1402322,INTERPRETED_BY_ISOLATED_CASE,0.3
CDC_art29,REsp_1440510,INTERPRETED_BY_ISOLATED_CASE,0.3
CDC_art29,AREsp_867072,INTERPRETED_BY_ISOLATED_CASE,0.3
CDC_art29,AREsp_1285559,INTERPRETED_BY_ISOLATED_CASE,0.3
CDC_art29,AREsp_1087672,INTERPRETED_BY_ISOLATED_CASE,0.3
CDC_art29,AREsp_1046439,INTERPRETED_BY_ISOLATED_CASE,0.3
CDC_art29,REsp_1694313,INTERPRETED_BY_ISOLATED_CASE,0.3
CDC_art29,AREsp_717425,INTERPRETED_BY_ISOLATED_CASE,0.3
CDC_art29,AREsp_1222581,INTERPRETED_BY_ISOLATED_CASE,0.3
CDC_art29,REsp_1091756,INTERPRETED_BY_ISOLATED_CASE,0.3
CDC_art29,AREsp_720014,INTERPRETED_BY_ISOLATED_CASE,0.3
CDC_art29,AREsp_1041340,INTERPRETED_BY_ISOLATED_CASE,0.3
CDC_art29,AREsp_1027692,INTERPRETED_BY_ISOLATED_CASE,0.3
CDC_art29,REsp_1435979,INTERPRETED_BY_ISOLATED_CASE,0.3
CDC_art29,REsp_1635912,INTERPRETED_BY_ISOLATED_CASE,0.3
CDC_art29,AREsp_1026072,INTERPRETED_BY_ISOLATED_CASE,0.3
CDC_art29,REsp_1442674,INTERPRETED_BY_ISOLATED_CASE,0.3
CDC_art29,AREsp_648694,INTERPRETED_BY_ISOLATED_CASE,0.3
CDC_art29,REsp_1414391,INTERPRETED_BY_ISOLATED_CASE,0.3
CDC_art29,AREsp_735249,INTERPRETED_BY_ISOLATED_CASE,0.3
CDC_art29,AREsp_669877,INTERPRETED_BY_ISOLATED_CASE,0.3
REsp_1497585,EXT_RESP_541_867_BA,CITES_EXTERNAL,1.0
REsp_1497585,EXT_RESP_1_010_834_GO,CITES_EXTERNAL,1.0
REsp_1497585,EXT_RESP_1_084_291_RS,CITES_EXTERNAL,1.0
REsp_1497585,EXT_RESP_913_711_SP,CITES_EXTERNAL,1.0
REsp_1497585,EXT_RESP_476_428_SC,CITES_EXTERNAL,1.0
REsp_1497585,EXT_RESP_609_329_PR,CITES_EXTERNAL,1.0
REsp_1497585,EXT_RESP_399_357_SP,CITES_EXTERNAL,1.0
REsp_1497585,EXT_RESP_294_021_PR,CITES_EXTERNAL,1.0
REsp_1497585,EXT_RESP_1321501_SE,CITES_EXTERNAL,1.0
REsp_1497585,EXT_RMS_27_541_TO,CITES_EXTERNAL,1.0
REsp_1497585,EXT_ART__82_DO_CDC,CITES_EXTERNAL,1.0
